player_id,age,role,matches,runs,batting_average,strike_rate,fifties,hundreds,wickets,economy,catches,fitness_score,raw_score,talent_score,future_potential,auction_value_cr,batting_impact,bowling_impact,experience_score,consistency_score
802,30,All-Rounder,56,3311,40.74,103.88,20,1,99,4.21,28,76,75.726,47.02,Medium,9.4,4232.0712,23.51543942992874,1680,22
803,22,Batter,54,7854,51.47,175.67,23,8,16,6.31,69,89,95.3095,84.14,Elite,13.04,9041.7349,2.5356576862123617,1188,39
804,23,Bowler,72,868,13.53,82.45,2,1,347,6.54,22,95,78.7925,52.83,Medium,13.72,1115.5484999999999,53.05810397553517,1656,4
805,20,All-Rounder,111,3047,29.19,126.48,21,9,238,5.73,29,95,88.053,70.39,High,14.45,3691.9512000000004,41.53577661431064,2220,39
806,18,Wicketkeeper,119,2681,47.77,164.51,39,4,8,8.91,82,92,78.3895,52.07,Medium,8.64,7858.6427,0.8978675645342312,2142,47
807,32,All-Rounder,126,2660,34.38,136.36,7,5,84,6.86,35,64,68.588,33.49,Low,7.53,4688.056800000001,12.244897959183673,4032,17
808,24,Batter,13,7101,56.91,146.2,35,14,30,7.58,57,92,89.145,72.46,High,11.9,8320.241999999998,3.9577836411609497,312,63
809,33,All-Rounder,174,3909,26.78,153.1,8,6,194,4.65,65,90,94.037,81.73,Elite,15.65,4100.018,41.72043010752688,5742,20
810,26,All-Rounder,140,4404,37.22,141.31,27,0,216,5.54,64,93,97.0205,87.38,Elite,16.22,5259.5581999999995,38.98916967509025,3640,27
811,25,Bowler,132,70,28.43,88.07,5,0,278,6.66,14,78,71.6995,39.39,Low,11.61,2503.8300999999997,41.74174174174174,3300,5
812,32,Bowler,75,506,22.04,117.59,1,0,129,7.08,46,82,66.52250000000001,29.58,Low,7.01,2591.6836,18.220338983050848,2400,1
813,30,Wicketkeeper,190,6801,54.22,105.62,17,13,2,9.32,82,92,78.431,52.15,Medium,9.73,5726.7164,0.2145922746781116,5700,43
814,27,Wicketkeeper,160,4522,47.02,152.67,10,3,10,8.29,94,74,78.1705,51.66,Medium,8.85,7178.5434,1.2062726176115803,4320,16
815,26,Bowler,248,815,23.98,70.32,1,1,100,4.39,49,83,64.24199999999999,25.26,Low,6.75,1686.2735999999998,22.779043280182233,6448,3
816,34,Wicketkeeper,177,4362,46.99,111.94,28,5,2,6.79,73,76,72.49199999999999,40.89,Medium,6.55,5260.0606,0.29455081001472755,6018,38
817,21,Wicketkeeper,155,3741,30.57,104.13,16,6,4,9.93,102,94,66.4325,29.41,Low,5.27,3183.2541,0.4028197381671702,3255,28
818,21,Bowler,30,600,11.71,76.23,0,1,107,6.34,35,95,59.2775,15.85,Low,5.07,892.6533000000001,16.876971608832807,630,2
819,21,Batter,25,5179,57.55,120.51,47,2,3,6.84,10,92,76.2595,48.03,Medium,8.74,6935.3505,0.4385964912280702,525,51
820,34,All-Rounder,248,3490,36.83,120.22,18,5,144,6.73,53,70,76.922,49.29,Medium,11.17,4427.7026,21.39673105497771,8432,28
821,25,All-Rounder,180,3132,34.46,103.43,16,5,75,4.01,99,82,80.4965,56.06,Medium,9.69,3564.1978000000004,18.703241895261847,4500,26
822,22,Batter,164,4006,61.07,139.56,25,12,14,8.47,70,96,82.447,59.76,Medium,11.21,8522.9292,1.652892561983471,3608,49
823,31,Bowler,10,1306,29.15,110.63,0,1,323,4.18,25,81,88.1815,70.63,High,17.54,3224.8644999999997,77.27272727272728,310,2
824,32,Bowler,165,992,18.0,100.63,0,1,209,7.76,35,81,67.4285,31.3,Low,8.65,1811.34,26.93298969072165,5280,2
825,21,Wicketkeeper,85,6973,30.85,110.02,38,1,2,7.99,61,89,72.23400000000001,40.4,Medium,6.21,3394.117,0.2503128911138924,1785,40
826,35,Wicketkeeper,53,5655,53.65,133.75,39,7,3,6.85,146,90,91.1075,76.18,High,12.61,7175.6875,0.43795620437956206,1855,53
827,20,Batter,121,3239,39.81,185.03,34,9,7,8.88,70,83,76.7255,48.92,Medium,8.79,7366.0443000000005,0.7882882882882882,2420,52
828,22,Wicketkeeper,33,4726,51.16,165.22,9,10,6,9.64,145,92,88.28299999999999,70.82,High,10.91,8452.6552,0.6224066390041494,726,29
829,35,Wicketkeeper,216,3911,31.71,108.1,10,3,1,7.36,125,89,73.66,43.11,Medium,6.57,3427.851,0.1358695652173913,7560,16
830,24,Batter,156,6012,38.82,141.94,34,19,23,6.01,17,98,80.981,56.98,Medium,9.1,5510.1108,3.826955074875208,3744,72
831,35,Bowler,226,794,29.6,85.98,2,0,233,6.65,42,67,69.655,35.52,Low,9.73,2545.0080000000003,35.037593984962406,7910,2
832,21,Wicketkeeper,12,6409,50.57,122.11,23,7,7,8.72,68,99,80.9755,56.97,Medium,9.05,6175.1027,0.8027522935779816,252,37
833,27,Bowler,201,1362,26.98,111.39,0,1,179,6.01,49,73,72.97649999999999,41.81,Medium,9.44,3005.3022,29.783693843594012,5427,2
834,26,Wicketkeeper,171,3767,39.85,149.29,29,1,5,6.61,141,76,82.1625,59.22,Medium,8.82,5949.2065,0.75642965204236,4446,31
835,25,Batter,246,4466,60.7,170.92,29,6,0,8.19,53,83,82.45,59.77,Medium,10.19,10374.844,0.0,6150,41
836,33,All-Rounder,203,3103,34.78,131.67,14,4,228,7.69,99,87,90.9005,75.78,High,15.51,4579.482599999999,29.64889466840052,6699,22
837,35,Wicketkeeper,34,3072,34.7,155.39,8,9,7,8.62,123,64,71.4825,38.98,Low,7.33,5392.033,0.8120649651972158,1190,26
838,32,Wicketkeeper,84,3186,31.29,156.31,17,0,5,8.9,123,63,69.8555,35.9,Low,5.47,4890.9399,0.5617977528089887,2688,17
839,22,Wicketkeeper,119,3378,52.78,106.72,35,5,0,6.47,115,100,82.158,59.21,Medium,10.24,5632.6816,0.0,2618,45
840,28,Wicketkeeper,48,5309,32.35,108.32,30,15,4,8.75,72,90,69.09100000000001,34.45,Low,5.72,3504.152,0.45714285714285713,1344,60
841,30,Batter,209,6798,60.95,165.52,27,15,11,6.05,24,72,85.88900000000001,66.28,High,11.2,10088.444000000001,1.8181818181818183,6270,57
842,21,Wicketkeeper,174,6175,31.75,141.08,35,8,1,9.18,73,92,75.057,45.75,Medium,7.43,4479.29,0.10893246187363835,3654,51
843,33,Wicketkeeper,86,6681,28.76,122.77,39,5,6,9.25,52,72,65.5855,27.8,Low,4.33,3530.8652,0.6486486486486487,2838,49
844,35,Wicketkeeper,26,6250,50.11,137.73,12,6,10,9.59,73,87,78.8625,52.97,Medium,9.25,6901.650299999999,1.0427528675703859,910,24
845,23,Batter,152,6663,59.02,128.61,18,19,6,8.61,21,97,79.93350000000001,55.0,Medium,9.75,7590.562200000001,0.6968641114982579,3496,56
846,26,Batter,31,4021,50.18,145.45,44,6,13,9.91,10,77,66.3835,29.32,Low,6.53,7298.681,1.3118062563067607,806,56
847,27,Batter,142,5403,54.77,151.14,46,16,22,7.25,55,89,84.918,64.44,High,11.06,8277.9378,3.0344827586206895,3834,78
848,35,Bowler,186,202,23.25,72.24,0,0,136,5.2,18,90,62.99499999999999,22.89,Low,7.86,1679.58,26.153846153846153,6510,0
849,22,Bowler,161,735,15.55,106.46,3,0,240,5.02,29,100,79.16399999999999,53.54,Medium,11.68,1655.453,47.80876494023905,3542,3
850,23,Wicketkeeper,126,2682,53.34,147.36,14,6,1,8.52,84,100,79.91,54.95,Medium,9.02,7860.1824000000015,0.11737089201877934,2898,26
851,24,All-Rounder,154,4192,41.19,130.69,10,6,89,5.27,65,92,86.4245,67.3,High,11.6,5383.121099999999,16.888045540796966,3696,22
852,18,Bowler,29,553,12.49,75.5,4,1,116,5.32,10,91,58.568,14.5,Low,4.41,942.995,21.804511278195488,522,6
853,28,All-Rounder,47,4769,30.64,100.59,17,3,146,7.81,25,75,71.1285,38.31,Low,8.73,3082.0776,18.693982074263765,1316,23
854,34,All-Rounder,160,4864,45.17,105.73,16,9,122,6.21,87,63,80.9285,56.88,Medium,12.12,4775.824100000001,19.64573268921095,5440,34
855,19,Bowler,91,797,13.61,110.3,5,1,222,6.37,21,80,69.34200000000001,34.92,Low,10.02,1501.183,34.850863422291994,1729,7
856,34,Bowler,178,258,12.85,98.38,2,0,335,6.9,28,82,75.428,46.46,Medium,12.63,1264.183,48.55072463768116,6052,2
857,25,Wicketkeeper,190,5750,30.49,169.04,34,9,4,9.81,116,92,81.303,57.59,Medium,8.1,5154.0296,0.4077471967380224,4750,52
858,25,All-Rounder,172,1856,48.69,124.39,15,1,212,4.32,40,72,87.2975,68.95,High,15.18,6056.5491,49.07407407407407,4300,17
859,23,Batter,31,5341,51.62,154.5,10,14,21,8.03,27,95,81.41300000000001,57.8,Medium,9.66,7975.29,2.6151930261519305,713,38
860,33,Batter,113,3113,53.49,183.76,10,14,22,8.14,54,67,77.46699999999998,50.32,Medium,9.47,9829.3224,2.7027027027027026,3729,38
861,34,Batter,165,6675,63.94,167.22,43,8,5,6.3,27,76,87.115,68.61,High,11.63,10692.0468,0.7936507936507937,5610,59
862,29,Batter,118,7059,46.37,146.13,17,11,29,8.72,79,94,86.2285,66.93,High,10.17,6776.048099999999,3.3256880733944953,3422,39
863,21,All-Rounder,86,3478,32.34,112.78,28,10,195,5.57,49,100,87.935,70.16,High,14.71,3647.3052000000002,35.00897666068222,1806,48
864,34,Batter,249,6793,61.77,179.38,13,12,0,8.46,52,69,84.554,63.75,High,11.64,11080.3026,0.0,8466,37
865,29,Batter,11,5864,61.71,133.03,32,1,3,7.72,35,72,76.49549999999999,48.48,Medium,8.66,8209.2813,0.38860103626943004,319,34
866,34,Bowler,115,253,28.26,70.35,5,1,157,5.88,28,69,60.3865,17.95,Low,6.51,1988.091,26.700680272108844,3910,7
867,29,Wicketkeeper,238,3492,41.09,118.86,33,14,2,6.56,145,83,79.43,54.04,Medium,8.72,4883.9574,0.3048780487804878,6902,61
868,18,All-Rounder,236,4404,29.96,111.37,6,2,151,5.68,52,81,80.67150000000001,56.4,Medium,11.45,3336.6452000000004,26.584507042253524,4248,10
869,23,Bowler,132,1362,29.66,75.94,3,1,304,6.73,13,90,77.673,50.71,Medium,13.98,2252.3804,45.17087667161961,3036,5
870,30,Wicketkeeper,43,2898,53.73,155.49,13,4,5,8.0,148,91,87.1885,68.75,High,12.04,8354.4777,0.625,1290,21
871,25,Batter,183,5802,47.89,161.8,10,14,15,7.16,72,72,82.321,59.52,Medium,9.75,7748.602000000001,2.094972067039106,4575,38
872,31,Bowler,168,312,24.58,79.34,2,0,321,5.05,49,67,77.12899999999999,49.68,Medium,13.21,1950.1771999999999,63.56435643564357,5208,2
873,31,Bowler,131,1446,25.65,75.15,5,0,148,7.97,42,80,61.959500000000006,20.93,Low,6.06,1927.5975,18.569636135508155,4061,5
874,22,Bowler,40,270,18.03,83.69,1,0,209,4.07,17,82,69.2825,34.81,Low,8.89,1508.9307000000001,51.35135135135135,880,1
875,19,Wicketkeeper,114,6300,34.19,144.33,19,7,5,7.7,57,96,79.2065,53.62,Medium,8.23,4934.6427,0.6493506493506493,2166,33
876,31,Batter,87,3901,43.08,139.64,32,14,7,7.28,16,65,65.52199999999999,27.68,Low,6.51,6015.691199999999,0.9615384615384615,2697,60
877,19,Batter,23,5634,41.36,153.04,48,4,13,6.74,72,91,84.14200000000001,62.97,High,9.63,6329.734399999999,1.9287833827893175,437,56
878,28,All-Rounder,38,1896,41.72,140.98,29,2,134,5.44,56,93,86.14500000000001,66.77,High,12.89,5881.6856,24.632352941176467,1064,33
879,34,All-Rounder,70,4163,31.9,135.06,7,1,83,6.52,87,63,76.20500000000001,47.93,Medium,9.0,4308.414,12.730061349693253,2380,9
880,19,Bowler,59,1443,18.92,74.93,4,1,177,6.9,17,97,66.1115,28.8,Low,8.54,1417.6756000000003,25.652173913043477,1121,6
881,22,Batter,42,4570,47.55,169.81,45,12,28,7.46,25,93,81.9465,58.81,Medium,11.26,8074.465499999999,3.753351206434316,924,69
882,20,Wicketkeeper,117,6290,52.94,135.27,6,5,9,7.1,66,89,84.1225,62.94,High,10.11,7161.1938,1.267605633802817,2340,16
883,19,Batter,213,4558,57.22,147.82,44,17,2,6.66,75,92,85.795,66.11,High,10.59,8458.2604,0.3003003003003003,4047,78
884,35,Wicketkeeper,112,6974,33.14,112.88,15,6,9,8.79,115,74,73.962,43.68,Medium,7.6,3740.8432,1.0238907849829353,3920,27
885,34,All-Rounder,87,4991,30.51,142.5,22,1,93,4.9,78,67,82.7,60.24,High,10.96,4347.675,18.97959183673469,2958,24
886,27,Batter,173,4213,63.26,139.44,18,9,27,9.16,41,76,75.25999999999999,46.14,Medium,10.16,8820.9744,2.947598253275109,4671,36
887,35,Batter,10,5846,53.98,188.06,30,3,30,8.82,80,68,85.85499999999999,66.22,High,11.54,10151.478799999999,3.401360544217687,350,36
888,22,Wicketkeeper,239,4415,34.74,104.01,5,11,3,8.92,85,85,67.0035,30.49,Low,5.28,3613.3074000000006,0.336322869955157,5258,27
889,26,Batter,147,7778,38.19,172.2,34,9,27,8.5,80,76,85.003,64.61,High,10.5,6576.317999999999,3.176470588235294,3822,52
890,32,Bowler,93,550,14.08,101.49,3,0,214,4.93,32,71,68.75750000000001,33.81,Low,9.6,1428.9792,43.40770791075051,2976,3
891,22,Wicketkeeper,33,6062,30.45,112.95,16,6,9,7.96,143,85,78.55149999999999,52.38,Medium,8.4,3439.3275,1.1306532663316582,726,28
892,27,Batter,89,4334,61.56,177.22,48,7,2,6.57,64,77,86.38900000000001,67.23,High,11.44,10909.6632,0.30441400304414,2403,62
893,32,Wicketkeeper,35,6315,29.12,152.53,5,3,6,7.54,64,86,77.5455,50.47,Medium,8.17,4441.6736,0.7957559681697612,1120,11
894,18,Batter,43,5034,58.1,138.74,50,20,0,9.17,11,83,71.81899999999999,39.62,Low,8.24,8060.794000000001,0.0,774,90
895,35,All-Rounder,228,4397,27.12,108.35,29,9,163,7.26,49,70,74.10249999999999,43.95,Medium,10.58,2938.4519999999998,22.451790633608816,7980,47
896,33,Bowler,72,114,20.87,83.37,4,0,105,7.3,11,77,53.1445,4.22,Low,3.97,1739.9319000000003,14.383561643835616,2376,4
897,27,Batter,140,6402,39.26,183.85,11,8,13,7.54,55,90,86.11949999999999,66.72,High,10.15,7217.950999999999,1.7241379310344827,3780,27
898,27,Bowler,245,1401,17.69,114.21,0,1,143,7.96,19,73,60.91049999999999,18.94,Low,6.09,2020.3749,17.964824120603016,6615,2
899,27,All-Rounder,29,4021,33.34,121.63,7,0,204,4.6,64,86,91.3085,76.56,High,15.54,4055.1442,44.34782608695652,783,7
900,28,Bowler,183,870,13.0,103.36,2,1,189,7.5,22,85,64.714,26.15,Low,7.16,1343.68,25.2,5124,4
901,29,All-Rounder,217,4413,44.97,147.33,9,10,87,5.28,59,84,87.7165,69.75,High,12.54,6625.4301000000005,16.477272727272727,6293,29
902,33,Batter,38,7733,47.82,170.87,19,3,10,9.98,33,84,80.5825,56.23,Medium,9.14,8171.0034000000005,1.002004008016032,1254,25
903,30,All-Rounder,91,3524,35.6,141.61,18,9,212,5.33,93,77,93.8195,81.32,Elite,15.79,5041.316000000001,39.77485928705441,2730,36
904,30,Wicketkeeper,150,6072,41.16,134.48,39,7,6,6.33,141,83,87.334,69.02,High,11.1,5535.196799999999,0.9478672985781991,4500,53
905,34,Bowler,189,178,14.7,70.14,0,1,242,5.9,13,89,66.39699999999999,29.34,Low,9.19,1031.058,41.016949152542374,6426,2
906,21,Batter,243,5861,45.83,179.45,18,10,14,6.58,80,93,91.5985,77.11,High,11.85,8224.1935,2.127659574468085,5103,38
907,25,Bowler,221,459,11.12,76.89,5,0,196,6.93,49,83,63.2575,23.39,Low,6.6,855.0168,28.282828282828284,5525,5
908,29,Batter,189,3868,54.88,125.16,48,6,0,6.59,28,72,70.594,37.3,Low,7.59,6868.7808,0.0,5481,60
909,25,Batter,13,7662,59.93,149.15,21,16,23,6.56,77,92,95.0955,83.73,Elite,13.83,8938.5595,3.50609756097561,325,53
910,27,Wicketkeeper,115,4763,38.32,145.14,5,9,1,6.62,132,71,80.583,56.23,Medium,9.77,5561.7648,0.1510574018126888,3105,23
911,23,Bowler,12,811,26.65,104.0,3,1,335,6.29,24,87,83.58699999999999,61.92,High,15.31,2771.6,53.25914149443561,276,5
912,31,Bowler,79,188,20.43,118.9,1,0,202,6.48,19,72,67.44,31.32,Low,8.93,2429.127,31.17283950617284,2449,1
913,23,Batter,219,6837,49.32,165.69,35,13,5,6.22,57,100,91.9835,77.84,High,12.03,8171.8308,0.8038585209003216,5037,61
914,31,Bowler,79,222,12.09,88.14,2,0,161,5.13,39,63,59.562000000000005,16.39,Low,6.58,1065.6126,31.38401559454191,2449,2
915,20,Bowler,162,22,25.13,85.46,4,0,263,7.72,20,88,70.002,36.17,Low,10.81,2147.6097999999997,34.06735751295337,3240,4
916,20,Batter,154,6963,36.37,142.02,29,1,11,9.01,60,96,79.0,53.23,Medium,8.57,5165.2674,1.2208657047724751,3080,31
917,24,All-Rounder,202,3100,43.14,158.43,27,10,74,5.33,74,83,86.3165,67.1,High,11.99,6834.6702000000005,13.883677298311444,4848,47
918,34,Bowler,16,1202,25.92,93.85,0,1,141,4.61,34,62,65.2175,27.11,Low,7.46,2432.592,30.58568329718004,544,2
919,20,Bowler,236,441,26.15,102.71,5,0,346,6.01,43,100,89.09349999999999,72.36,High,16.69,2685.8664999999996,57.57071547420965,4720,5
920,34,All-Rounder,124,4716,28.28,117.45,24,6,60,7.56,97,72,72.9135,41.69,Medium,7.71,3321.4860000000003,7.936507936507937,4216,36
921,25,Bowler,166,1242,11.5,77.62,5,1,124,7.22,14,94,57.957,13.34,Low,5.19,892.6300000000001,17.174515235457065,4150,7
922,27,Batter,137,3770,48.64,131.88,28,6,2,7.12,56,81,73.684,43.15,Medium,7.14,6414.6431999999995,0.2808988764044944,3699,40
923,20,Batter,55,6774,42.74,153.13,26,15,20,9.7,25,98,78.5395,52.35,Medium,8.89,6544.7762,2.061855670103093,1100,56
924,33,Batter,103,5348,47.03,179.99,18,15,11,8.05,50,71,79.3335,53.86,Medium,8.68,8464.9297,1.3664596273291925,3399,48
925,20,Wicketkeeper,139,5687,32.88,161.29,7,1,3,8.8,121,80,80.17150000000001,55.45,Medium,8.96,5303.215200000001,0.3409090909090909,2780,9
926,22,Batter,84,6078,39.75,147.95,14,8,12,9.5,21,91,73.0835,42.01,Medium,6.51,5881.0125,1.263157894736842,1848,30
927,32,Wicketkeeper,174,6383,52.0,132.54,10,5,1,9.67,100,84,79.987,55.1,Medium,8.95,6892.08,0.10341261633919338,5568,20
928,31,Bowler,112,673,11.29,87.12,4,1,154,6.81,35,63,55.751000000000005,9.16,Low,4.93,983.5848,22.61380323054332,3472,6
929,26,Wicketkeeper,19,6465,29.67,132.9,18,10,9,6.13,126,94,86.326,67.11,High,10.5,3943.1430000000005,1.468189233278956,494,38
930,30,Batter,249,5961,58.69,188.5,23,2,6,9.47,64,78,85.244,65.06,High,10.83,11063.064999999999,0.6335797254487856,7470,27
931,26,Bowler,31,290,11.39,90.25,2,1,323,5.68,18,91,76.56450000000001,48.61,Medium,12.59,1027.9475,56.86619718309859,806,4
932,26,Bowler,222,110,11.85,115.08,2,1,142,4.79,31,85,67.167,30.8,Low,8.07,1363.6979999999999,29.64509394572025,5772,4
933,33,Bowler,188,894,17.09,104.65,3,0,243,7.13,43,66,68.5925,33.5,Low,9.01,1788.4685000000002,34.081346423562415,6204,3
934,20,Bowler,92,1360,29.73,116.95,5,1,103,4.6,34,84,72.6215,41.14,Medium,7.38,3476.9235000000003,22.39130434782609,1840,7
935,33,All-Rounder,39,4744,49.25,124.38,21,0,165,7.77,26,80,83.18,61.15,High,13.32,6125.715,21.235521235521237,1287,21
936,32,Batter,19,4790,57.37,133.14,44,6,19,7.51,54,66,75.16199999999999,45.95,Medium,8.51,7638.241799999999,2.5299600532623168,608,56
937,24,Batter,104,5980,35.49,182.77,42,4,22,8.0,68,93,85.8325,66.18,High,9.65,6486.507300000001,2.75,2496,50
938,31,All-Rounder,100,4892,38.56,131.39,29,5,79,7.71,68,73,77.0105,49.46,Medium,9.8,5066.3984,10.246433203631648,3100,39
939,29,Bowler,151,1218,13.25,91.79,2,1,262,5.13,44,73,73.52950000000001,42.86,Medium,11.17,1216.2175,51.072124756335285,4379,4
940,20,Batter,32,3134,53.49,148.79,41,20,29,8.18,66,96,81.1935,57.39,Medium,9.86,7958.7771,3.545232273838631,640,81
941,19,All-Rounder,228,3222,30.3,146.61,22,6,79,4.78,70,83,82.0355,58.98,Medium,9.53,4442.283,16.527196652719663,4332,34
942,29,Wicketkeeper,115,5242,25.23,126.23,19,9,4,9.52,83,79,66.3175,29.19,Low,5.28,3184.7829,0.42016806722689076,3335,37
943,31,Bowler,11,849,10.65,71.31,2,1,185,4.68,41,73,63.3795,23.62,Low,7.39,759.4515,39.529914529914535,341,4
944,25,Wicketkeeper,59,5222,49.86,156.09,32,4,10,7.56,143,75,87.5455,69.42,High,10.97,7782.6474,1.3227513227513228,1475,40
945,30,All-Rounder,142,2148,35.94,105.97,30,2,179,4.47,83,95,88.4035,71.05,High,14.83,3808.5617999999995,40.04474272930649,4260,34
946,30,All-Rounder,224,3764,28.98,119.34,7,1,56,5.75,90,94,79.60300000000001,54.37,Medium,8.56,3458.4732000000004,9.73913043478261,6720,9
947,22,Batter,168,7453,62.62,125.51,34,1,23,8.94,68,100,88.27850000000001,70.81,High,11.33,7859.4362,2.5727069351230427,3696,36
948,29,Bowler,71,1336,27.96,84.85,4,0,285,7.12,29,94,78.7475,52.75,Medium,13.08,2372.406,40.02808988764045,2059,4
949,26,Batter,80,3679,63.05,163.92,50,19,27,6.41,68,89,89.25099999999999,72.66,High,12.39,10335.155999999999,4.212168486739469,2080,88
950,21,Batter,46,5313,42.86,132.64,14,16,27,7.45,36,92,77.24,49.89,Medium,8.79,5684.9504,3.6241610738255035,966,46
951,21,Wicketkeeper,213,2179,37.41,134.06,9,6,10,7.68,90,100,75.13,45.89,Medium,7.46,5015.1846,1.3020833333333335,4473,21
952,32,Bowler,56,611,10.2,78.93,4,0,130,7.9,27,75,52.1715,2.38,Low,3.57,805.086,16.455696202531644,1792,4
953,35,Batter,50,7274,57.25,184.86,22,20,0,8.14,76,76,89.77199999999999,73.64,High,11.07,10583.235,0.0,1750,62
954,22,Bowler,231,747,12.3,80.85,2,0,156,4.33,49,84,67.0315,30.54,Low,8.12,994.455,36.02771362586605,5082,2
955,26,All-Rounder,133,2316,48.83,120.91,22,10,125,5.87,73,83,83.72749999999999,62.19,High,12.36,5904.0353,21.29471890971039,3458,42
956,34,Wicketkeeper,246,3581,32.5,113.85,22,12,1,8.33,148,78,71.70949999999999,39.41,Low,6.93,3700.125,0.12004801920768307,8364,46
957,27,Bowler,213,421,29.08,94.39,3,1,252,6.99,25,89,74.6545,44.99,Medium,12.06,2744.8612,36.05150214592275,5751,5
958,21,Wicketkeeper,119,3636,42.01,126.18,9,14,2,9.56,115,88,73.342,42.5,Medium,7.47,5300.8218,0.20920502092050208,2499,37
959,31,All-Rounder,164,4886,46.93,157.02,21,5,151,4.12,33,85,95.794,85.06,Elite,15.86,7368.948600000001,36.650485436893206,5084,31
960,28,Wicketkeeper,212,3523,35.73,105.08,28,11,2,9.12,65,70,59.447,16.17,Low,3.99,3754.5083999999997,0.2192982456140351,5936,50
961,28,Batter,193,5694,41.41,159.72,30,8,17,6.26,46,89,83.459,61.68,High,10.13,6614.0052,2.7156549520766773,5404,46
962,24,Bowler,36,1148,15.56,100.4,5,0,246,7.57,31,93,72.914,41.69,Medium,11.37,1562.2240000000002,32.49669749009247,864,5
963,28,All-Rounder,60,2307,26.24,129.64,6,4,157,4.48,67,75,80.982,56.98,Medium,11.39,3401.7535999999996,35.044642857142854,1680,14
964,28,Wicketkeeper,70,6721,25.64,101.25,5,14,4,6.52,101,71,71.45150000000001,38.92,Low,6.39,2596.05,0.6134969325153374,1960,33
965,35,Batter,96,3133,37.08,126.66,36,10,8,7.27,54,72,65.889,28.38,Low,5.37,4696.5527999999995,1.1004126547455297,3360,56
966,20,All-Rounder,136,4008,26.18,117.91,19,7,214,7.87,25,91,80.1865,55.48,Medium,12.97,3086.8838,27.19186785260483,2720,33
967,21,Batter,67,3391,59.76,129.71,30,14,7,6.68,34,91,77.51650000000001,50.42,Medium,8.84,7751.4696,1.0479041916167666,1407,58
968,35,Batter,249,3430,42.79,174.95,17,2,30,7.22,43,70,75.6995,46.97,Medium,9.28,7486.1105,4.1551246537396125,8715,21
969,30,All-Rounder,188,2197,48.12,135.01,8,2,131,7.45,84,83,83.8115,62.35,High,12.49,6496.681199999999,17.583892617449663,5640,12
970,32,Batter,143,7322,42.22,153.45,41,9,10,9.09,71,67,76.7975,49.05,Medium,7.48,6478.659,1.1001100110011002,4576,59
971,20,All-Rounder,206,2713,42.78,121.18,12,10,215,6.94,36,82,83.857,62.43,High,13.99,5184.080400000001,30.979827089337174,4120,32
972,20,Wicketkeeper,25,3740,25.39,115.13,29,6,7,6.42,76,98,72.1865,40.31,Medium,5.91,2923.1507,1.090342679127726,500,41
973,34,All-Rounder,204,2777,42.71,139.32,21,1,83,4.88,56,72,79.745,54.64,Medium,10.77,5950.3571999999995,17.008196721311474,6936,23
974,32,Bowler,209,819,13.76,83.89,1,1,343,7.48,46,63,71.1795,38.41,Low,11.83,1154.3264,45.85561497326203,6688,3
975,22,Wicketkeeper,234,2877,47.35,116.84,34,5,4,6.11,134,96,82.985,60.78,High,9.52,5532.374000000001,0.6546644844517184,5148,44
976,32,All-Rounder,77,1984,48.17,105.04,18,3,88,5.59,65,76,75.535,46.66,Medium,8.82,5059.776800000001,15.742397137745975,2464,24
977,28,Batter,122,5233,46.09,123.44,34,14,6,7.18,61,75,73.779,43.33,Medium,7.4,5689.3496000000005,0.8356545961002786,3416,62
978,26,Wicketkeeper,142,5551,28.28,103.49,20,3,3,6.46,54,88,69.8295,35.85,Low,4.56,2926.6972,0.46439628482972134,3692,26
979,26,Bowler,26,1089,12.02,81.32,4,1,200,5.57,19,93,67.99199999999999,32.36,Low,7.69,977.4663999999999,35.90664272890485,676,6
980,26,Wicketkeeper,62,3401,48.57,124.33,23,9,0,6.38,114,92,81.6625,58.27,Medium,9.8,6038.7081,0.0,1612,41
981,33,All-Rounder,228,4317,30.97,118.91,7,2,97,5.33,68,64,75.6615,46.9,Medium,9.51,3682.6427,18.19887429643527,7524,11
982,18,Wicketkeeper,119,4736,25.62,168.21,9,5,10,9.04,51,99,74.95949999999999,45.57,Medium,7.16,4309.5402,1.106194690265487,2142,19
983,29,Wicketkeeper,159,2008,39.65,117.33,12,1,0,8.27,87,77,64.9205,26.54,Low,4.68,4652.1345,0.0,4611,14
984,34,Bowler,203,300,25.51,75.0,5,1,215,5.96,27,77,66.733,29.98,Low,9.15,1913.2500000000002,36.07382550335571,6902,7
985,26,Wicketkeeper,74,4984,38.76,157.94,24,10,8,9.1,126,85,81.577,58.11,Medium,9.07,6121.7544,0.8791208791208791,1924,44
986,21,All-Rounder,185,3627,43.21,101.24,18,3,218,7.98,55,95,86.133,66.75,High,13.95,4374.5804,27.31829573934837,3885,24
987,18,Bowler,157,1425,29.47,87.97,5,0,149,7.68,29,100,69.34649999999999,34.93,Low,9.4,2592.4759,19.401041666666668,2826,5
988,21,All-Rounder,234,4067,41.97,153.95,19,8,94,5.06,96,91,93.5675,80.84,Elite,14.12,6461.281499999999,18.57707509881423,4914,35
989,28,Wicketkeeper,160,5418,53.36,119.34,17,1,9,8.08,93,89,80.855,56.74,Medium,9.55,6367.9824,1.113861386138614,4480,19
990,21,Wicketkeeper,213,5727,42.0,155.48,27,9,1,9.88,113,84,79.99600000000001,55.12,Medium,8.75,6530.16,0.10121457489878542,4473,45
