player_id,age,role,matches,runs,batting_average,strike_rate,fifties,hundreds,wickets,economy,catches,fitness_score,raw_score,talent_score,future_potential,auction_value_cr
711,35,Wicketkeeper,223,5233,38.89,164.65,13,19,102,9.78,76,98,78.286,58.151220595782505,Medium,10.06733079317956
712,34,All-Rounder,46,2021,35.84,168.08,47,17,57,9.96,3,61,56.464,24.72060727225377,Low,5.288904171290181
713,22,Batter,102,7149,52.3,113.67,17,20,78,8.75,115,79,73.8235,51.31481183598747,Medium,8.788021640194273
714,31,Wicketkeeper,79,165,35.44,164.55,45,2,306,4.39,68,72,70.5725,46.33438273165278,Low,10.396206330341313
715,25,Wicketkeeper,183,4882,54.43,108.39,17,11,2,7.46,59,74,61.18,31.945370008655637,Low,6.3086196496531395
716,19,All-Rounder,183,6032,63.78,117.31,30,6,263,7.12,63,94,85.4055,69.0580692602891,Medium,13.880857867037172
717,33,Batter,103,4139,24.9,83.58,20,18,194,9.66,118,87,64.39,36.86298841065945,Low,8.170412665396965
718,26,All-Rounder,198,4267,20.49,103.12,26,12,247,9.23,22,63,58.32450000000001,27.570834386561593,Low,7.176934319387098
719,23,Wicketkeeper,203,4706,25.43,96.25,19,16,79,8.77,75,60,52.907000000000004,19.271395852961692,Low,4.498233479189242
720,21,All-Rounder,35,761,39.67,119.58,20,4,72,7.7,94,68,54.676500000000004,21.982213847461928,Low,5.439848572885659
721,19,Wicketkeeper,88,3173,33.31,170.43,30,4,234,9.71,117,74,76.288,55.09034783341378,Medium,10.482235667787409
722,28,All-Rounder,126,4522,60.77,180.14,8,3,125,8.99,68,93,84.1575,67.1461727600708,Medium,10.792633079678765
723,23,All-Rounder,193,2845,49.22,161.32,37,7,107,7.82,41,74,68.093,42.53586720898348,Low,7.606094009845493
724,18,Batter,176,6671,40.06,86.37,42,1,188,7.51,104,86,72.41250000000001,49.15320449479517,Low,10.088752496490875
725,18,Batter,16,2965,27.5,188.34,17,17,235,4.94,119,87,80.506,61.55219033174777,Medium,11.155651752238748
726,19,Batter,93,4812,52.78,93.34,16,13,308,6.68,37,70,71.57,47.862521160312845,Low,10.757660447854946
727,24,Bowler,179,718,35.42,115.33,0,16,0,9.58,60,77,49.8405,14.573614909115983,Low,4.069178457444296
728,31,Wicketkeeper,33,1631,61.37,160.53,45,18,19,6.02,84,92,70.834,46.7349924550559,Low,8.718390098186426
729,31,Bowler,113,590,19.48,187.75,10,16,5,6.36,45,74,55.2125,22.80334888281209,Low,4.124855048126529
730,26,Wicketkeeper,30,3214,39.34,146.68,42,0,86,9.79,95,89,69.565,44.79092461949736,Low,7.91014009924858
731,22,All-Rounder,249,1164,16.25,112.0,48,13,269,7.97,42,81,58.990500000000004,28.591125307351174,Low,7.754535158283959
732,24,Batter,108,5705,38.53,85.58,2,6,348,8.89,30,87,74.5295,52.3963814907584,Medium,11.126351760268324
733,20,Batter,149,3552,58.19,100.93,7,13,174,7.25,104,63,66.441,40.005055495553485,Low,8.950331927412584
734,24,Wicketkeeper,51,3330,37.89,170.7,47,7,304,5.86,116,62,78.2375,58.0769201308301,Medium,10.37310021096409
735,32,Bowler,11,1244,57.52,111.11,45,19,205,6.78,34,88,67.48450000000001,41.60366446829211,Low,10.210544265492032
736,21,Wicketkeeper,151,7989,50.44,156.24,23,12,106,6.58,61,72,78.374,58.2860338105415,Medium,10.078102122260672
737,30,All-Rounder,42,4836,59.04,124.4,26,5,96,7.96,67,96,75.24199999999999,53.48790893980131,Medium,10.12800576113707
738,19,Wicketkeeper,203,6302,23.13,171.23,26,17,186,4.32,9,88,75.821,54.374918614181446,Medium,10.242737353390902
739,31,Batter,28,6956,63.15,145.54,25,8,45,4.19,41,77,75.0805,53.24049605135159,Medium,10.041286827366449
740,26,Bowler,172,2858,53.43,104.45,42,16,130,5.68,15,82,62.491,33.953780514894575,Low,8.445463083998522
741,31,Batter,142,6251,55.94,147.92,16,6,86,5.89,77,69,74.07499999999999,51.70010187589524,Medium,8.167773071923701
742,27,Wicketkeeper,119,7065,23.15,113.74,43,12,235,6.01,93,94,76.8785,55.994975143813555,Medium,9.884209031013507
743,28,Wicketkeeper,51,7663,40.34,88.64,37,4,129,8.42,24,79,66.10700000000001,39.49337806680917,Low,7.7171285178330775
744,18,Bowler,115,5937,27.09,111.76,49,20,321,6.28,108,62,72.3605,49.07354214061939,Low,10.183099739167357
745,30,Wicketkeeper,51,3239,33.22,116.21,12,1,63,9.07,20,91,59.1145,28.78108938269337,Low,6.583538448503899
746,31,Batter,63,2602,53.99,142.96,37,13,340,8.85,24,75,77.0955,56.327412275662404,Medium,11.789569320989509
747,28,Wicketkeeper,162,3950,48.29,95.88,30,6,263,4.16,74,72,69.20450000000001,44.238650029490415,Low,10.035948385187579
748,20,All-Rounder,97,935,19.09,108.49,12,11,221,8.35,92,96,62.565999999999995,34.06867814110961,Low,7.731876347934299
749,21,Wicketkeeper,245,1278,27.57,103.19,1,19,340,6.07,63,81,65.327,38.29844275417271,Low,9.371185373921296
750,18,Wicketkeeper,86,6898,63.39,144.35,31,2,95,4.15,15,89,79.046,59.31551654142828,Medium,9.859921105718717
751,27,Bowler,107,4022,41.25,164.31,24,20,302,7.29,47,88,82.453,64.53493270829027,Medium,12.009376647773575
752,25,All-Rounder,195,741,64.16,85.91,0,9,45,8.19,63,73,54.058499999999995,21.035457407449965,Low,5.262503437936829
753,32,All-Rounder,130,613,39.34,157.34,23,2,115,4.44,79,62,59.862,29.926235723969963,Low,6.074886945908331
754,19,Batter,112,2768,60.22,137.98,48,14,346,8.95,41,91,83.38799999999999,65.96732311510445,Medium,14.210153209814363
755,25,All-Rounder,164,6701,49.92,115.09,45,20,179,6.32,3,89,74.4955,52.34429456687428,Medium,9.827330012271457
756,23,Batter,140,1888,36.33,87.61,49,13,101,8.06,59,75,52.75,19.030876822084863,Low,6.819178714627181
757,33,All-Rounder,94,5366,54.1,118.45,23,0,268,7.36,50,64,73.9245,51.469540639290386,Medium,10.976613014369484
758,30,All-Rounder,151,6060,38.81,189.19,29,14,214,7.46,109,66,82.85100000000001,65.14465611140477,Medium,11.231183672987916
759,19,Batter,231,6048,21.19,157.31,2,13,240,7.09,64,66,72.69,49.57832571179082,Low,8.884353681088477
760,34,All-Rounder,175,5316,59.15,140.73,18,7,123,7.48,75,99,81.179,62.58320503098407,Medium,11.592975442802903
761,29,All-Rounder,140,5910,25.46,173.17,11,4,291,9.04,87,67,79.81049999999999,60.486706344646926,Medium,10.774651721345805
762,33,All-Rounder,165,1725,24.8,145.48,2,19,32,4.49,94,64,53.772000000000006,20.596548475308516,Low,4.464659754853532
763,24,Wicketkeeper,20,2629,57.54,119.55,14,11,276,4.69,29,84,73.8255,51.31787577268656,Medium,12.578029846403055
764,18,Batter,191,5256,39.13,172.13,21,1,191,4.77,39,70,75.114,53.29181699106098,Medium,9.765051749243773
765,23,Bowler,217,7517,53.76,127.97,29,6,23,9.1,2,98,73.4195,50.695896622775784,Medium,9.447026325420419
766,24,All-Rounder,143,2373,50.72,92.26,30,6,240,5.27,105,97,72.765,49.69322333800585,Low,10.479334121237642
767,31,Wicketkeeper,55,3512,41.22,151.1,37,3,87,7.74,81,65,64.644,37.252108371441075,Low,7.114316591895626
768,25,Batter,164,5327,40.29,156.0,46,13,259,6.45,40,100,84.07650000000001,67.02208332375857,Medium,13.386308650193612
769,27,Batter,73,1909,42.02,168.52,3,3,110,8.68,15,98,70.351,45.99505174223102,Low,8.60662164532922
770,34,All-Rounder,222,7990,41.27,164.31,24,2,203,7.48,51,84,84.64399999999999,67.89147536211901,Medium,12.643471815210365
771,33,All-Rounder,200,7957,62.04,96.33,40,1,61,5.23,83,75,71.8235,48.25087513691968,Low,9.150163481419707
772,24,Wicketkeeper,155,4816,16.71,185.97,38,17,7,8.49,53,94,68.20500000000001,42.7074476641313,Low,6.440811378465996
773,24,Bowler,238,3706,47.38,160.21,43,3,213,4.57,39,61,71.13850000000001,47.20147681748899,Low,9.80775155127666
774,19,All-Rounder,168,6248,21.16,139.48,7,18,323,4.33,44,83,77.808,57.41893972470531,Medium,11.752971197283898
775,33,Batter,102,2149,21.23,153.91,45,7,226,8.17,93,60,63.64199999999999,35.71707608520808,Low,7.979512589629406
776,34,Bowler,20,3536,17.82,178.69,41,6,260,9.8,85,65,71.8305,48.261598915366434,Low,8.475647531591417
777,35,All-Rounder,243,6295,33.28,125.68,33,17,152,6.21,26,95,72.41199999999999,49.152438510620364,Low,8.970075263149603
778,32,All-Rounder,230,1670,42.61,171.21,28,9,130,8.92,91,85,71.974,48.48143637352453,Low,9.002684319576701
779,29,Batter,73,3977,45.25,119.9,32,6,194,9.52,25,76,67.20150000000001,41.170117425374016,Low,8.897295027987377
780,23,Bowler,142,5478,37.26,139.47,47,3,192,7.23,118,63,72.44150000000002,49.19763157693167,Low,9.527899206468506
781,24,Batter,37,7191,39.97,169.32,36,14,298,5.96,63,92,90.8225,77.35674180971424,High,13.843624681438051
782,30,Bowler,240,7195,50.33,179.83,48,14,299,4.5,52,86,92.997,80.6880069857757,High,13.62102851922252
783,18,Batter,215,5654,31.79,88.64,22,15,295,9.23,116,95,76.8515,55.95361199837614,Medium,11.589160125340598
784,32,Bowler,61,7019,35.63,100.09,12,17,332,8.48,12,70,72.65899999999999,49.53083469295525,Low,11.047276341937438
785,27,Batter,39,3247,55.03,113.22,13,7,194,7.47,76,65,66.9845,40.837680293525146,Low,9.254563253318036
786,22,All-Rounder,214,7560,46.16,105.33,9,20,265,7.1,111,61,76.50949999999999,55.42967882283551,Medium,11.338158245060864
787,22,Wicketkeeper,191,84,47.89,87.78,35,14,277,5.67,54,61,57.1075,25.706428905178836,Low,8.414303967792335
788,23,Batter,137,4892,59.8,108.13,23,20,273,8.07,77,93,81.70349999999999,63.3867224303146,Medium,12.952262282645679
789,24,Batter,165,1932,47.49,141.6,3,20,249,5.6,114,91,77.87650000000001,57.523879556648396,Medium,11.452005099935517
790,19,All-Rounder,47,6392,49.7,164.17,11,16,148,9.35,77,65,77.33449999999999,56.69355271120098,Medium,9.109874804362104
791,25,All-Rounder,32,1482,58.29,93.38,36,13,123,4.85,110,93,66.4435,40.00888541642731,Low,9.054397651209024
792,29,Batter,248,3803,29.45,94.89,45,2,192,8.32,88,87,64.952,37.7239546230975,Low,8.419739305891305
793,35,All-Rounder,170,3549,43.64,152.4,14,18,59,9.85,31,81,65.618,38.74424554388707,Low,7.529413972986394
794,26,All-Rounder,135,7815,15.97,163.43,33,0,310,8.65,47,71,79.737,60.374106670956195,Medium,10.398136379185464
795,35,Bowler,99,7028,61.06,172.44,9,4,321,9.71,9,61,86.937,71.40427878760025,High,12.861699608555893
796,35,Batter,42,6255,39.63,150.29,30,20,328,4.23,9,77,81.061,62.40243276573909,Medium,12.775719703240362
797,32,Wicketkeeper,175,7587,26.2,109.29,23,3,175,5.95,72,81,70.7175,46.55651814233519,Low,8.791874237305192
798,31,Wicketkeeper,100,5166,40.38,156.73,13,14,216,8.88,71,75,77.03649999999999,56.23702614303989,Medium,10.835852962990302
799,26,Wicketkeeper,38,1500,17.97,122.21,29,1,143,9.79,24,63,49.924,14.701534266302074,Low,4.713412614695438
800,26,Wicketkeeper,205,1976,17.15,139.12,12,5,331,6.6,29,96,71.1075,47.15398579865342,Low,10.474776649613215
801,24,Bowler,13,7520,25.23,155.99,16,11,142,5.09,31,88,75.396,53.72383206562954,Medium,9.778425109550954
802,26,All-Rounder,155,7455,51.36,101.53,19,2,124,6.82,88,100,78.57950000000001,58.60085330637072,Medium,10.382862966528386
803,34,Wicketkeeper,124,2906,51.51,136.42,32,4,173,7.32,107,72,71.15249999999999,47.22292437438242,Low,9.485652825908733
804,23,Batter,184,1042,34.26,111.06,45,11,220,6.54,1,60,53.358,19.962313578601474,Low,6.192893713507627
805,25,Bowler,107,7837,44.39,141.49,38,0,279,9.35,14,96,86.64500000000001,70.95694402953639,High,12.920146289237483
806,23,All-Rounder,123,3968,22.4,184.31,19,1,127,7.38,56,67,67.0825,40.987813191779466,Low,7.226195257443627
807,27,All-Rounder,219,4244,64.06,101.79,0,20,213,4.88,73,97,78.32150000000001,58.20560547219098,Medium,11.923427433035954
808,18,All-Rounder,181,2090,39.18,96.07,24,4,248,4.54,66,95,67.8355,42.14138535897849,Low,9.53016422506611
809,22,All-Rounder,187,1479,49.75,147.51,24,12,4,6.78,30,85,60.472,30.86073641718564,Low,6.946451704505325
810,25,Wicketkeeper,174,1680,22.51,165.59,40,1,213,6.83,5,78,64.226,36.61174560133589,Low,7.579170909023838
811,25,Batter,106,6830,57.79,120.97,8,16,131,7.27,23,60,68.953,43.85335998958264,Low,8.535600176877583
812,27,Bowler,229,5949,59.98,116.3,40,20,195,9.73,19,77,74.288,52.026411134345985,Medium,10.27217558429751
813,19,Wicketkeeper,153,1798,43.34,90.15,30,15,133,7.46,94,72,57.30350000000001,26.006694701687483,Low,7.394358412345614
814,22,Wicketkeeper,63,6442,42.92,154.08,13,0,127,9.78,69,95,80.276,61.199837611354965,Medium,10.675861149391286
815,33,Bowler,155,1970,32.78,122.07,25,10,226,4.48,48,80,64.1455,36.488422149198406,Low,9.00816448465416
816,18,Batter,21,7868,41.81,186.05,47,6,145,9.58,75,83,85.846,69.73290131825878,Medium,10.594809945307393
817,19,Bowler,195,1198,38.47,137.89,34,20,311,6.41,93,78,72.397,49.1294589853774,Low,10.87057103147237
818,21,All-Rounder,19,5272,47.77,96.15,20,15,64,9.85,24,76,60.309000000000005,30.611025576211613,Low,7.09901795543288
819,32,Bowler,209,1829,64.25,119.7,0,17,92,9.29,12,69,60.1255,30.32990938407214,Low,7.301632933044926
820,30,Batter,81,4606,34.08,123.14,28,17,274,4.17,102,97,79.253,59.63263398978178,Medium,12.198403586510853
821,19,Wicketkeeper,46,3477,61.78,89.32,31,9,24,6.37,22,82,58.597,27.988295761809578,Low,6.273585351130772
822,21,Bowler,194,5961,64.52,116.9,1,0,54,9.0,63,61,66.68700000000001,40.381919709538835,Low,8.438465691046673
823,30,Batter,45,6599,63.43,184.65,5,13,306,4.42,40,96,98.053,88.43363896101908,Elite,16.875712957911535
824,32,Wicketkeeper,130,6329,58.07,112.69,12,5,340,8.2,15,62,77.329,56.68512688527856,Medium,11.869193408308027
825,29,All-Rounder,177,229,58.93,123.81,37,8,301,6.64,4,73,67.262,41.262801510520795,Low,10.141428890351692
826,30,Batter,62,4414,36.96,113.96,14,17,206,4.86,15,90,68.71199999999999,43.48415561734493,Low,10.043907800293345
827,21,Bowler,84,54,32.49,153.98,29,15,126,6.9,95,94,65.8775,39.141791330591126,Low,8.81866520592447
828,31,Wicketkeeper,35,557,49.85,137.48,27,14,254,7.46,71,79,70.1985,45.7614265689271,Low,9.930212643316075
829,31,All-Rounder,168,1849,55.36,119.38,41,4,22,8.36,27,67,54.645,21.933956844451608,Low,5.204102275897232
830,26,All-Rounder,52,5189,38.53,81.73,7,9,215,4.38,84,87,68.97000000000001,43.87940345152472,Low,9.292948040722218
831,30,Wicketkeeper,233,4458,27.65,128.71,19,3,239,7.59,116,76,71.885,48.345091190416035,Low,8.901783863524464
832,32,Wicketkeeper,121,3551,18.85,169.38,34,0,229,8.43,36,97,74.7215,52.69051941386893,Medium,9.605225968144794
833,18,Batter,23,4911,26.79,100.26,1,6,84,7.58,32,80,57.35850000000001,26.09095296091185,Low,5.350724912715152
834,20,Wicketkeeper,139,6012,49.43,176.48,17,7,293,9.84,67,93,92.1035,79.31919326546715,High,13.820920543994651
835,28,Wicketkeeper,229,2875,51.58,92.19,25,13,300,6.27,60,87,72.2235,48.86366247673324,Low,11.156423803979933
836,34,Bowler,249,5051,57.3,128.57,7,16,196,7.97,93,66,74.66250000000001,52.60013328124644,Medium,10.376120694392906
837,20,Bowler,40,5377,17.48,181.94,26,9,106,8.74,70,100,76.215,54.978514143897804,Medium,9.857501660796819
838,33,Bowler,199,1650,29.66,111.97,48,20,344,8.5,117,94,74.06049999999999,51.677888334827,Medium,10.878411813113306
839,25,All-Rounder,179,5406,61.2,139.0,37,20,27,8.93,114,93,77.26200000000001,56.58248500585981,Medium,10.116409699824272
840,25,Wicketkeeper,13,1561,62.26,180.22,43,20,217,8.59,33,96,82.22,64.17798408284887,Medium,12.268603986172133
841,23,Wicketkeeper,47,118,39.5,119.74,8,6,148,8.29,22,93,59.822,29.8649569899886,Low,7.486763844172645
842,27,Bowler,200,6253,54.23,123.87,31,6,130,9.28,105,98,80.894,62.14659405136693,Medium,11.438969151219997
843,21,Wicketkeeper,165,2569,40.41,85.02,30,17,333,9.58,4,78,64.3435,36.79175188240613,Low,9.220114177459465
844,22,Bowler,70,7454,46.65,134.57,46,17,31,7.65,6,100,73.606,50.981608719963845,Medium,8.998865745088409
845,19,Batter,181,907,41.0,150.81,22,15,107,4.99,93,65,60.935500000000005,31.57080374719461,Low,6.8403064788259895
846,24,All-Rounder,38,7146,28.99,162.23,17,8,105,9.23,66,79,74.17399999999999,51.851766742499095,Medium,8.931102306253985
847,34,Wicketkeeper,120,4983,49.94,126.53,29,0,165,9.53,40,79,71.4305,47.648811575552855,Low,9.637665479509195
848,33,Wicketkeeper,247,491,17.12,93.46,47,12,157,4.09,84,66,47.831,11.495124510727628,Low,5.78076252102821
849,30,Batter,148,7395,35.37,127.14,29,2,155,7.89,62,65,69.80349999999999,45.15629907086118,Low,8.10785991496046
850,19,All-Rounder,167,1827,59.83,96.17,5,4,312,9.31,92,93,76.487,55.395209534971016,Medium,12.048922475996193
851,32,Bowler,184,3779,43.45,113.21,18,11,335,6.48,90,97,80.902,62.158849798163196,Medium,12.497814716603937
852,29,All-Rounder,64,4932,63.09,157.37,9,16,75,4.54,101,64,74.042,51.649546920360635,Medium,8.809916132455935
853,23,All-Rounder,103,6432,27.13,110.25,19,12,320,9.91,94,77,76.134,54.85442470758555,Medium,10.720648907105296
854,35,Batter,105,4901,16.64,175.74,26,5,129,6.88,35,76,67.523,41.66264524974914,Low,8.06997279052869
855,29,Batter,61,3731,48.93,107.06,12,19,92,4.9,28,91,64.5035,37.036866818331546,Low,8.621838805828082
856,33,Bowler,100,456,44.08,111.54,2,3,0,7.59,29,60,45.11300000000001,7.331234536694497,Low,2.9701503067947117
857,27,All-Rounder,197,5853,45.22,115.32,12,4,204,5.96,23,92,74.659,52.59477139202306,Medium,10.079899352650191
858,18,Batter,170,539,55.86,108.33,50,17,90,6.99,40,74,56.2925,24.4578747003087,Low,6.737295248224072
859,22,Bowler,23,7241,46.65,147.5,18,6,334,8.63,89,95,93.1695,80.95227152607029,High,14.458615630466543
860,23,Batter,31,4457,45.79,185.1,15,20,44,6.64,65,98,78.0765,57.83027322655514,Medium,9.873193231533271
861,31,Wicketkeeper,237,2764,63.84,150.99,22,11,338,7.41,29,69,79.7365,60.37334068678144,Medium,12.813995579103794
862,32,Batter,167,6180,31.77,100.99,17,1,96,5.98,106,95,69.30099999999999,44.3864849752204,Low,7.493876440023424
863,24,All-Rounder,151,5105,37.57,105.34,28,7,272,7.62,112,76,73.6035,50.977778799090025,Medium,11.238630480574034
864,32,Bowler,89,2394,21.7,125.01,15,8,118,9.38,2,79,54.7145,22.040428644744214,Low,6.512981701022182
865,22,All-Rounder,181,2683,25.97,112.57,15,1,205,4.83,75,84,63.744,35.87333685686055,Low,7.790039340443862
866,18,Batter,19,5809,51.19,134.23,45,7,19,10.0,62,87,70.35,45.99351977388149,Low,7.871201197420156
867,22,All-Rounder,73,3946,47.61,175.38,5,15,50,4.68,16,95,73.1515,50.28532910510071,Medium,8.999765605872524
868,29,Wicketkeeper,86,2024,16.57,140.59,38,3,43,8.38,43,75,52.329,18.3859181469311,Low,4.432920209686622
869,20,Wicketkeeper,73,2594,20.32,120.48,28,1,333,6.15,86,78,68.79,43.60364914860861,Low,10.189237051197278
870,22,Wicketkeeper,214,1089,27.31,106.23,32,1,312,9.04,76,62,59.839999999999996,29.892532420280205,Low,9.173655511411194
871,33,Wicketkeeper,237,3900,16.29,119.37,46,4,349,9.86,40,68,66.228,39.67874623710274,Low,9.218101009963249
872,25,Bowler,196,1221,48.11,80.24,14,1,175,9.23,93,82,60.405499999999996,30.75886052194162,Low,7.510037429924935
873,33,Batter,156,7797,43.8,172.7,11,13,212,7.0,82,66,83.649,66.36716685433282,Medium,10.70105707142602
874,18,Bowler,239,1882,22.85,120.63,37,20,146,5.26,28,60,51.271,16.76509563312424,Low,4.6565445433414645
875,28,Wicketkeeper,157,1236,57.53,157.3,28,3,164,5.55,73,82,72.79950000000001,49.746076246064774,Low,9.963944138169579
876,20,Wicketkeeper,22,1154,65.0,101.39,0,18,169,7.61,24,68,60.416500000000006,30.775712173786516,Low,8.974850149137545
877,34,All-Rounder,222,996,62.66,157.63,18,9,222,7.84,100,73,75.6515,54.115249978935445,Medium,10.71251934837546
878,23,All-Rounder,68,2395,40.33,128.63,35,11,338,9.88,103,82,76.71700000000001,55.74756225536384,Medium,11.916550201355832
879,18,Wicketkeeper,68,7387,64.45,171.24,16,6,215,4.45,40,64,85.3225,68.9309158872778,Medium,12.248380140691406
880,34,Wicketkeeper,22,5022,43.6,100.79,17,8,62,8.18,12,67,56.5125,24.794907737206163,Low,6.341687410444658
881,19,All-Rounder,160,7274,36.08,159.86,0,9,122,5.08,53,71,74.047,51.6572067621083,Medium,10.15158688914764
882,22,Bowler,14,5120,47.16,134.44,29,20,102,7.15,91,67,68.59599999999999,43.30644728879902,Low,7.840010342419742
883,20,All-Rounder,97,2253,15.66,140.97,48,16,164,5.56,21,78,58.3165,27.558578639765308,Low,6.180938142717421
884,22,Batter,180,7081,26.4,146.78,46,10,18,8.68,82,84,68.779,43.58679749676373,Low,7.532760188210908
885,18,All-Rounder,102,5029,62.08,176.65,17,18,271,9.16,86,78,89.4255,75.21658202541536,High,13.995003947354693
886,26,All-Rounder,225,7275,53.9,168.91,4,5,131,4.24,69,100,88.36149999999999,73.58656770151129,High,13.209010433019147
887,26,Wicketkeeper,144,6993,23.97,166.37,40,6,240,4.66,43,67,75.834,54.39483420272539,Medium,10.19054751293552
888,28,Wicketkeeper,60,2467,31.69,159.01,17,14,247,6.25,40,76,70.05799999999999,45.54618501581758,Low,9.31567245618823
889,31,All-Rounder,229,1902,25.98,102.39,3,13,132,8.7,0,92,55.2575,22.87228745854112,Low,6.521956161200266
890,22,Batter,73,2308,47.56,105.82,16,6,114,8.28,18,84,59.979,30.105476020865417,Low,7.811699392377996
891,18,All-Rounder,178,6321,15.33,98.61,7,2,231,7.21,99,98,72.266,48.92877113158845,Low,10.033018203757528
892,33,All-Rounder,30,2951,57.29,172.12,1,9,111,9.29,101,63,72.3925,49.122565127804464,Low,9.254593528334096
893,28,Bowler,62,7454,16.09,172.22,2,12,224,9.92,1,87,77.7635,57.35076713315104,Medium,10.731114058109682
894,34,Batter,209,7530,56.4,94.07,1,17,6,9.57,30,74,63.570499999999996,35.60754034821642,Low,7.3774018300444775
895,26,Bowler,197,3459,30.36,137.18,45,8,97,6.33,26,63,56.985,25.518762782360927,Low,6.3837557737548565
896,31,Bowler,188,4198,30.74,110.26,3,18,15,8.08,85,72,55.620000000000005,23.427625985247168,Low,5.179317542319538
897,35,Batter,178,6079,20.87,95.96,42,15,136,5.29,108,61,59.2195,28.941946059394418,Low,6.016735565781015
898,21,All-Rounder,111,1111,44.2,171.15,43,13,82,6.97,74,87,68.4945,43.15095250132135,Low,8.274452093348797
899,33,All-Rounder,203,3472,36.03,89.83,11,13,45,8.75,16,99,57.226,25.887967154598602,Low,6.702951198714039
900,23,Wicketkeeper,161,6623,21.04,188.33,3,14,4,6.93,59,87,71.6555,47.99350445419799,Low,6.802082609926181
901,30,Batter,173,5368,32.89,118.52,40,14,128,5.17,82,67,63.9865,36.244839181622524,Low,7.4155205725987035
902,23,All-Rounder,26,23,47.06,102.44,25,4,298,8.32,48,93,67.727,41.975166793054086,Low,10.252647273141728
903,33,Batter,151,7349,27.61,147.44,16,11,121,9.46,31,81,71.56649999999999,47.857159271089465,Low,8.458388338576356
904,19,Wicketkeeper,52,1800,60.11,158.85,13,10,25,8.84,14,91,67.155,41.09888089712068,Low,8.622414021015718
905,24,Bowler,89,5814,25.21,91.35,20,10,143,4.17,75,62,58.033,27.12426561267246,Low,6.234276095277198
906,26,Wicketkeeper,31,5981,63.26,118.31,46,7,285,6.45,27,74,79.62349999999999,60.20022826328408,Medium,12.271041100406483
907,31,Wicketkeeper,177,5157,36.27,116.99,9,18,309,9.92,84,75,75.33,53.6227221545603,Medium,10.360444144966072
908,34,All-Rounder,232,7922,34.8,184.73,21,3,42,8.93,72,80,77.95349999999999,57.64184111956248,Medium,9.201310894969858
909,29,Batter,162,3709,22.22,82.41,8,5,294,7.73,97,79,64.6345,37.23755467212049,Low,9.233097557782587
910,20,All-Rounder,57,5397,52.43,116.31,28,17,276,5.76,99,88,82.098,63.99108394420572,Medium,13.573635756073303
911,32,Batter,233,1869,45.18,160.66,38,14,188,5.55,79,77,71.732,48.11070003293734,Low,9.432580885817233
912,27,Bowler,16,6544,45.87,125.58,8,18,261,6.93,18,68,74.3425,52.109903409395585,Medium,10.666665504771528
913,25,Bowler,72,6731,35.35,178.59,42,19,204,5.1,88,99,88.43800000000002,73.70376328025068,High,12.575568169880444
914,23,Bowler,137,2299,26.16,85.9,1,14,74,4.52,10,78,47.723,11.329671928977959,Low,5.006493832779533
915,18,Bowler,157,5882,60.65,115.66,44,9,62,5.7,63,78,70.02550000000001,45.49639604445774,Low,8.501491838252297
916,33,Bowler,176,5999,25.32,160.94,42,13,274,4.96,103,70,78.81900000000002,58.967759726084104,Medium,10.93588673549358
917,32,Wicketkeeper,208,3675,33.83,147.53,1,8,242,8.53,57,98,77.387,56.77398104955154,Medium,11.376246359813425
918,28,All-Rounder,45,6864,57.66,122.67,33,12,12,9.09,16,89,70.1935,45.75376672717943,Low,8.298481234296123
919,32,All-Rounder,216,5715,17.88,120.49,23,18,0,8.51,47,78,55.8235,23.739381544377313,Low,4.247121347162468
920,31,All-Rounder,52,2094,21.88,124.22,40,15,240,8.96,118,91,68.941,43.83497636938822,Low,9.356942633387977
921,30,Bowler,121,5060,60.11,137.77,11,17,53,4.7,20,82,69.963,45.400648022611854,Low,9.050180677191072
922,33,All-Rounder,36,2596,46.59,121.05,7,12,101,6.61,31,98,66.097,39.478058383313794,Low,7.80224818862585
923,35,Bowler,155,4392,48.67,116.07,23,8,152,9.99,103,66,67.61200000000001,41.798990432857686,Low,8.546483880359206
924,35,Wicketkeeper,141,3412,61.32,170.25,43,10,183,7.95,16,74,76.1415,54.86591447020706,Medium,10.28613103955112
925,20,Bowler,193,4674,53.05,187.09,48,11,287,6.76,40,100,92.024,79.1974017816792,High,14.978763492630343
926,34,All-Rounder,42,1466,62.7,123.1,20,2,280,5.41,72,98,79.172,59.50854455346955,Medium,11.830261002955067
927,20,Bowler,104,2744,34.85,120.57,34,12,318,6.45,10,83,69.436,44.593300702407525,Low,10.065369146604958
928,18,Batter,73,4774,36.06,174.95,27,2,310,8.71,4,100,85.5055,69.21126609524248,Medium,13.291532547056509
929,29,Wicketkeeper,152,6696,36.93,155.96,2,5,243,4.18,103,84,84.3185,67.39281966434577,Medium,12.739943981051747
930,19,All-Rounder,247,7649,16.85,101.66,37,19,77,9.47,66,97,66.15950000000001,39.57380640515971,Low,7.140005509979476
931,18,Wicketkeeper,206,3486,37.72,89.28,3,11,117,9.75,40,69,54.894,22.315416963485546,Low,5.635541933001955
932,30,Wicketkeeper,106,2774,39.93,135.08,21,4,17,4.23,61,62,55.1925,22.772709515821422,Low,5.8257494863024375
933,26,Batter,96,3110,54.83,144.87,47,8,76,6.03,23,62,62.108,33.367036637023084,Low,6.257596713494187
